DATAFLOW,AREA_REF,FREQ,INDICADOR,ECO,TIME_PERIOD,OBS_VALUE,OBS_STATUS,DECIMALS,UNIDAD,MULT
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2021-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2021-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2021-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2021-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2021-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2021-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2021-M10,1.1,,1,RT,0
